id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
1784,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men's Melbourne White-Red Shoe
58722,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,Puma Men Blue & White T-shirt
33096,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
4246,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's I'M So Broke Green T-shirt
30797,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Ethnic,Fabindia Men Hand Block Printed Black Shirt
3987,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Mischief Maker Grey T-shirt
8452,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops
34361,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Do Bananas T-shirt
2163,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Probase Men Stripe Red Shirt
9710,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts
23975,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Brown Striped Shirt
2155,Men,Apparel,Topwear,Tshirts,Green,Spring,2011.0,Casual,Basics Men Green & Black Polo T-shirt
39895,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue Corona Sports Shoes
48435,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey T-shirt
10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Ess Pink Polo Tshirts
59973,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2012.0,Casual,Avirate Women Navy Blue Dress
19352,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Lifestyle Black Casual Shoes
12541,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Women White Printed T-shirt
46400,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2012.0,Casual,ADIDAS Men Grey Shorts
57132,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top
28858,Men,Apparel,Topwear,Tshirts,Cream,Fall,2013.0,Casual,Proline Men Cream T-shirt
27295,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Printed Pink Kurta
15690,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black coffee Men Micheal White Slim Fit Shirt
39186,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta
56898,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,HM Women Golden Heels
43044,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Nike Men Charcoal Grey Shorts
20267,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels
19798,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Grey T-shirt
2208,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Puma Mens Drifter Black Flip Flop
13245,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Palm Tree Kids Boys Solid Black Shorts
59399,Women,Apparel,Topwear,Tops,Yellow,Fall,2012.0,Casual,Tokyo Talkies Women Yellow Top
17662,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Buckel Black Heels
6434,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lotto Men's Canvas Khaki Shoe
52163,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Femella Women Pink Top
3695,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Men's Rio Velcro White Indigo Shoe
52476,Women,Apparel,Loungewear and Nightwear,Bath Robe,Blue,Winter,2015.0,Casual,Red Rose Women White & Blue Polka Dot Print Bath Robe
14352,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
11966,Unisex,Footwear,Shoes,Sports Shoes,Yellow,Spring,2012.0,Sports,Newfeel Unisex Sports Yellow Sports Shoes
56943,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals
56866,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats
9934,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Basics Men Red T-shirt
10081,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Zigdynamic White Sports Shoes
14331,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Lengo FG White Sports Shoes
18560,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats
24055,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Striped T-shirt
58515,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White Top
